site,year,subsite,depth,file
HRI,2007,WA,Mid,./2007 HRI/Mid/HRI083007WA5A6A-11.JPG
HRI,2007,WA,Mid,./2007 HRI/Mid/HRI083007WA5B6B-13.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS1-21.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS3-23.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS4-19.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS5A2A-24.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS5B2B-22.JPG
HRI,2007,VS,Shallow,./2007 HRI/Shallow/HRI083007VS6-20.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDL5-22.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDL6-23.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDL7-24.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDL8-25.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDLextra1-28.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDLextra2-27.JPG
HRO,2007,VDL,Mid,./2007 HRO/Mid/HRO083007VDLextra3-26.JPG
HRO,2007,VDR,Mid,./2007 HRO/Mid/HRO083007VDR1-18.JPG
HRO,2007,VDR,Mid,./2007 HRO/Mid/HRO083007VDR2-19.JPG
HRO,2007,VDR,Mid,./2007 HRO/Mid/HRO083007VDR3-20.JPG
HRO,2007,VDR,Mid,./2007 HRO/Mid/HRO083007VDR4-21.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCB4-11.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCB5-14.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCB6-17.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCBextra1-29.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCBextra2-30.JPG
HRO,2007,VCB,Shallow,./2007 HRO/Shallow/HRO083007VCBextra3-31.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT1-10.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT2-13.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT3-16.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT7-9.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT8-12.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCT9-15.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCTextra1-32.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCTextra2-33.JPG
HRO,2007,VCT,Shallow,./2007 HRO/Shallow/HRO083007VCTextra3-34.JPG
